id,kanji,kana,vietnamese,hanViet,level,pos,tags,exampleSentence,exampleTranslation
"n5_0193","切る","きる","Cắt","Thiết","N5","V","","今、きるところです。","Bây giờ tôi đang chuẩn bị cắt."
"n5_0194","送る","おくる","Gửi","Tống","N5","V","","明日、おくると思います。","Ngày mai, tôi định sẽ tiến, đưa, gửi."
"n5_0195","上げる","あげる","Cho, biếu, tặng","Thượng","N5","V","","たくさんあげると、疲れます。","Hễ cho, biếu, tặng nhiều thì sẽ mệt."
"n5_0196","貰う","もらう","Nhận","Thế","N5","V","","明日、もらうと思います。","Ngày mai, tôi định sẽ nhận."
"n5_0197","貸す","かす","Cho mượn/thuê","Thải","N5","V","","今、かすところです。","Bây giờ tôi đang chuẩn bị cho mượn/thuê."
"n5_0198","借りる","かりる","Mượn, thuê","Tá","N5","V","","時間がない時、かりることができません。","Khi không có thời gian, tôi không thể mượn, thuê."
"n5_0199","教える","おしえる","Dạy, chỉ bảo","Giáo","N5","V","","たくさんおしえると、疲れます。","Hễ dạy, chỉ bảo nhiều thì sẽ mệt."
"n5_0200","習う","ならう","Học (từ ai)","Tập","N5","V","","たくさんならうと、疲れます。","Hễ học (từ ai) nhiều thì sẽ mệt."
"n5_0201","修理する","しゅうりする","Sửa chữa","Tu lý","N5","V","","時間がない時、しゅうりすることができません。","Khi không có thời gian, tôi không thể sửa chữa."
"n5_0202","手","て","Tay","Thủ","N5","N","","てを洗ってから、ご飯を食べます。","Sau khi rửa tay, tôi ăn cơm."
"n5_0203","箸","はし","Đũa","Trứ","N5","N","","昨日、デパートではしを買いました。","Hôm qua, tôi đã mua đũa ở trung tâm thương mại."
"n5_0204","鋏","はさみ","Cái kéo","Kiệp","N5","N","","昨日食べたはさみは美味しかったです。","Cái kéo mà tôi đã ăn hôm qua rất ngon."
"n5_0205","消しゴム","けしゴム","Cục tẩy","Tiêu","N5","N","","昨日、デパートでけしゴムを買いました。","Hôm qua, tôi đã mua cục tẩy ở trung tâm thương mại."
"n5_0206","お金","おかね","Tiền","Kim","N5","N","","おかねの使い方を教えてください。","Hãy chỉ cho tôi cách dùng tiền."
"n5_0207","花","はな","Hoa","Hoa","N5","N","","昨日、デパートではなを買いました。","Hôm qua, tôi đã mua hoa ở trung tâm thương mại."
"n5_0208","荷物","にもつ","Hành lý","Hạ vật","N5","N","","新しいにもつが欲しいです。","Tôi muốn có hành lý mới."
"n5_0209","切符","きっぷ","Vé (tàu xe)","Thiết phù","N5","N","","昨日、デパートできっぷを買いました。","Hôm qua, tôi đã mua vé (tàu xe) ở trung tâm thương mại."
"n5_0210","切手","きって","Tem","Thiết thủ","N5","N","","昨日、きってと一緒に食事しました。","Hôm qua tôi đã đi ăn cùng Tem."
"n5_0212","父","ちち","Bố (m)","Phụ","N5","N","","ハサミでちちを切ります。","Tôi cắt bố (m) bằng kéo."
"n5_0213","お父さん","おとうさん","Bố (k)","","N5","N","","ここにおとうさんを置いてもいいですか。","Tôi để bố (k) ở đây có được không?"
"n5_0214","母","はは","Mẹ (m)","Mẫu","N5","N","","あの人はははじゃありません。","Người kia không phải là Mẹ (m)."
"n5_0215","お母さん","おかあさん","Mẹ (k)","","N5","N","","私はおかあさんに日本語を教えます。","Tôi dạy tiếng Nhật cho Mẹ (k)."
"n5_0216","兄","あに","Anh trai (m)","Huynh","N5","N","","あの方はあにです。","Vị kia là Anh trai (m)."
"n5_0217","お兄さん","おにいさん","Anh trai (k)","","N5","N","","あの方はおにいさんです。","Vị kia là Anh trai (k)."
"n5_0218","姉","あね","Chị gái (m)","Tỉ","N5","N","","私はあねに日本語を教えます。","Tôi dạy tiếng Nhật cho Chị gái (m)."
"n5_0219","お姉さん","おねえさん","Chị gái (k)","","N5","N","","私はおねえさんに日本語を教えます。","Tôi dạy tiếng Nhật cho Chị gái (k)."
"n5_0220","弟","おとうと","Em trai (m)","Đệ","N5","N","","あの方はおとうとです。","Vị kia là Em trai (m)."
"n5_0221","弟さん","おとうとさん","Em trai (k)","","N5","N","","あの人はおとうとさんじゃありません。","Người kia không phải là Em trai (k)."
"n5_0222","妹","いもうと","Em gái (m)","Muội","N5","N","","いもうとが来たら、教えてください。","Nếu Em gái (m) đến, hãy cho tôi biết."
"n5_0223","妹さん","いもうとさん","Em gái (k)","","N5","N","","あの人はいもうとさんじゃありません。","Người kia không phải là Em gái (k)."
"n5_0224","家内　/　妻","かない/つま","Vợ (m)","Gia nội / Thê","N5","N","","かないは今、会議室にいます。","Vợ (m) bây giờ đang ở phòng họp."
"n5_0225","奥さん","おくさん","Vợ (k)","Áo","N5","N","","昨日、おくさんと一緒に食事しました。","Hôm qua tôi đã đi ăn cùng Vợ (k)."
"n5_0226","主人　/　夫","しゅじん/おっと","Chồng (m)","Chủ nhân","N5","N","","あのしゅじんはだれですか。","Chồng (m) kia là ai?"
"n5_0227","ご主人","ごしゅじん","Chồng (k)","","N5","N","","あの人はごしゅじんじゃありません。","Người kia không phải là Chồng (k)."
"n5_0228","子供","こども","Con","Tử cung","N5","N","","新しいこどもが欲しいです。","Tôi muốn có con mới."
"n5_0229","～素敵ですね","すてきですね","Đẹp/tuyệt nhỉ","Tố địch","N5","N","","昨日買ったすてきですねはどこですか。","đẹp/tuyệt nhỉ mà tôi đã mua hôm qua ở đâu?"
"n5_0230","旅行","りょこう","Du lịch","Lữ hành","N5","A","","もっとりょこうカメラが欲しいです。","Tôi muốn một cái máy ảnh du lịch hơn."
"n5_0231","奇麗　（な）","きれい","Xinh đẹp, sạch","Kì lệ","N5","A","","昨日はとてもきれいでした。","Hôm qua đã rất xinh đẹp, sạch."
"n5_0232","静か　（な）","しずか","Yên tĩnh","Tĩnh","N5","A","","ここはしずかで、きれいです。","Chỗ này yên tĩnh và sạch sẽ."
"n5_0233","賑やか（な）","にぎやか","Náo nhiệt","Chẩn","N5","A","","にぎやかな部屋が好きです。","Tôi thích căn phòng náo nhiệt."
"n5_0234","有名　（な）","ゆうめい","Nổi tiếng","Hữu danh","N5","A","","昨日はとてもゆうめいでした。","Hôm qua đã rất nổi tiếng."
"n5_0235","親切　（な）","しんせつ","Thân thiện","Thân thiết","N5","A","","この町はとてもしんせつです。","Khu phố này rất thân thiện."
"n5_0236","元気　（な）","げんき","Khỏe mạnh","Nguyên khí","N5","A","","この町はとてもげんきです。","Khu phố này rất khỏe mạnh."
"n5_0237","暇　　（な）","ひま","Rảnh rỗi","Hạ","N5","A","","この町はとてもひまです。","Khu phố này rất rảnh rỗi."
"n5_0238","便利　（な）","べんり","Tiện lợi","Tiện lợi","N5","A","","ここはべんりで、きれいです。","Chỗ này tiện lợi và sạch sẽ."
"n5_0239","素敵　（な）","すてき","Tuyệt vời","Tố địch","N5","A","","ここはすてきで、きれいです。","Chỗ này tuyệt vời và sạch sẽ."
"n5_0240","大きい/大きな","おおきい","To","Đại","N5","A","","もっとおおきいカメラが欲しいです。","Tôi muốn một cái máy ảnh to hơn."
"n5_0241","小さい/小さな","ちいさい","Nhỏ","Tiểu","N5","A","","このパソコンはとてもちいさいです。","Máy tính này rất nhỏ."
"n5_0242","新しい","あたらしい","Mới","Tân","N5","A","","昨日はとてもあたらしいかったです。","Hôm qua đã rất mới."
"n5_0243","古い","ふるい","Cũ","Cổ","N5","A","","もっとふるいカメラが欲しいです。","Tôi muốn một cái máy ảnh cũ hơn."
"n5_0244","良い","いい","Tốt","Lương","N5","A","","いい時、うちで休みます。","Khi tốt, tôi nghỉ ngơi ở nhà."
"n5_0245","悪い","わるい","Xấu","Ác","N5","A","","もっとわるいカメラが欲しいです。","Tôi muốn một cái máy ảnh xấu hơn."
"n5_0246","暑い","あつい","Nóng (thời tiết)","Thử","N5","A","","もっとあついカメラが欲しいです。","Tôi muốn một cái máy ảnh nóng (thời tiết) hơn."
"n5_0247","寒い","さむい","Lạnh (thời tiết)","Hàn","N5","A","","昨日はとてもさむいかったです。","Hôm qua đã rất lạnh (thời tiết)."
"n5_0248","冷たい","つめたい","Lạnh (người)","Lãnh","N5","A","","このパソコンはとてもつめたいです。","Máy tính này rất lạnh (người)."
"n5_0249","難しい","むずかしい","Khó","Nan","N5","A","","むずかしい時、うちで休みます。","Khi khó, tôi nghỉ ngơi ở nhà."
"n5_0250","易しい","やさしい","Dễ","Dị","N5","A","","もっとやさしいカメラが欲しいです。","Tôi muốn một cái máy ảnh dễ hơn."
"n5_0251","高い","たかい","Cao, đắt","Cao","N5","A","","もっとたかいカメラが欲しいです。","Tôi muốn một cái máy ảnh cao, đắt hơn."
"n5_0252","安い","やすい","Rẻ","An","N5","A","","もっとやすいカメラが欲しいです。","Tôi muốn một cái máy ảnh rẻ hơn."
"n5_0253","低い","ひくい","Thấp (người)","Đê","N5","A","","このパソコンはとてもひくいです。","Máy tính này rất thấp (người)."
"n5_0254","面白い","おもしろい","Thú vị, hay","Diện bạch","N5","A","","昨日はとてもおもしろいかったです。","Hôm qua đã rất thú vị, hay."
"n5_0255","美味しい","おいしい","Ngon","Mĩ vị","N5","A","","もっとおいしいカメラが欲しいです。","Tôi muốn một cái máy ảnh ngon hơn."
"n5_0256","忙しい","いそがしい","Bận rộn","Mang","N5","A","","このパソコンはとてもいそがしいです。","Máy tính này rất bận rộn."
"n5_0257","楽しい","たのしい","Vui (bữa tiệc)","Lạc","N5","A","","昨日はとてもたのしいかったです。","Hôm qua đã rất vui (bữa tiệc)."
"n5_0258","白い","しろい","Màu trắng","Bạch","N5","A","","このパソコンはとてもしろいです。","Máy tính này rất màu trắng."
"n5_0259","黒い","くろい","Màu đen","Hắc","N5","A","","昨日はとてもくろいかったです。","Hôm qua đã rất màu đen."
"n5_0260","赤い","あかい","Màu đỏ","Xích","N5","A","","このパソコンはとてもあかいです。","Máy tính này rất màu đỏ."
"n5_0261","青い","あおい","Màu xanh","Thanh","N5","A","","もっとあおいカメラが欲しいです。","Tôi muốn một cái máy ảnh màu xanh hơn."
"n5_0262","桜","さくら","Hoa anh đào","Anh","N5","N","","さくらは今、会議室にいます。","Hoa anh đào bây giờ đang ở phòng họp."
"n5_0263","富士山","ふじさん","Núi Phú Sĩ","Phú sĩ sơn","N5","N","","ふじさんの使い方を教えてください。","Hãy chỉ cho tôi cách dùng núi phú sĩ."
"n5_0264","山","やま","Núi","Sơn","N5","N","","昨日買ったやまはどこですか。","núi mà tôi đã mua hôm qua ở đâu?"
"n5_0265","町","まち","Phố, thị trấn","Đinh","N5","N","","それはまちですか。","Đó có phải là phố, thị trấn không?"
"n5_0266","食べ物","たべもの","Đồ ăn","Thực vật","N5","N","","このたべものは美味しくて、安いです。","Đồ ăn này vừa ngon vừa rẻ."
"n5_0267","飲み物","のみもの","Đồ uống","Ẩm vật","N5","N","","スーパーでのみものを三つ買いました。","Tôi đã mua 3 đồ uống ở siêu thị."
"n5_0268","所","ところ","Nơi, chỗ","Sở","N5","N","","ここはところです。","Chỗ này là Nơi, chỗ."
"n5_0269","寮","りょう","Ký túc xá","Liêu","N5","N","","昨日、デパートでりょうを買いました。","Hôm qua, tôi đã mua ký túc xá ở trung tâm thương mại."
"n5_0270","生活","せいかつ","Cuộc sống","Sinh hoạt","N5","N","","ハサミでせいかつを切ります。","Tôi cắt cuộc sống bằng kéo."
"n5_0271","「お」仕事","おしごと","Công việc","Sĩ sự","N5","N","","おしごとは今、会議室にいます。","Công việc bây giờ đang ở phòng họp."
"n5_0272","大変","たいへん","Vô cùng, vất vả","Đại biến","N5","N","","ここにたいへんを置いてもいいですか。","Tôi để vô cùng, vất vả ở đây có được không?"
"n5_0273","暫くですね","しばらくですね","Lâu rồi mới gặp nhỉ","Tạm","N5","N","","ハサミでしばらくですねを切ります。","Tôi cắt lâu rồi mới gặp nhỉ bằng kéo."
"n5_0274","お久しぶりですね","おひさしぶりですね","Lâu lắm rồi mới gặp nhỉ","Cửu","N5","N","","昨日買ったおひさしぶりですねはどこですか。","lâu lắm rồi mới gặp nhỉ mà tôi đã mua hôm qua ở đâu?"
